"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","se","Potential","site","range_ci","size_from","size_to","class_from","class_to","int","size_int","which"
"52","Canopy small","Canopy small",0.353996949717996,0.243500923076144,0.464492976359847,0.345560610081698,0.362433289354293,0.0563765597293778,"Potential 1","Sutton",0.220992053283703," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"63","Subcanopy small","Canopy small",-0.0245462677539385,-0.0814909601878807,0.0323984246800037,-0.0262712329580577,-0.0228213025498192,0.0290539483802328,"Potential 1","Sutton",0.113889384867884," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"92","Subcanopy small","Subcanopy small",0.441985639437092,0.267120088625868,0.616851190248316,0.426581899774651,0.457389379099533,0.0892187571764283,"Potential 1","Sutton",0.349731101622448," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"15","Canopy large","Canopy large",-0.545016688106689,-0.990112982714453,-0.099920393498925,-0.566458841837415,-0.523574534375963,0.227094119136181,"Potential 1","Giants",0.890192589215528," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"24","Canopy small","Canopy large",0.315231027220935,0.0874379401170634,0.543024114324806,0.302966604830528,0.327495449611341,0.116223098434805,"Potential 1","Giants",0.455586174207743," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"34","Subcanopy large","Canopy large",-0.328007386265583,-0.598882799678443,-0.0571319728527223,-0.335385311839973,-0.320629460691192,0.13820428107327,"Potential 1","Giants",0.541750826825721," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"41","Subcanopy small","Canopy large",0.0482284205321224,-0.139113499516906,0.235570340581151,0.0448307947188286,0.0516260463454162,0.0955843686551169,"Potential 1","Giants",0.374683840098057," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"64","Canopy small","Canopy small",0.379588373382818,0.219208894561514,0.539967852204121,0.369201344706975,0.38997540205866,0.0818277683091915,"Potential 1","Giants",0.320758957642607," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"71","Subcanopy large","Canopy small",0.00840890911348661,-0.150446287905886,0.167264106132859,0.00414901755739018,0.012668800669583,0.081050059221701,"Potential 1","Giants",0.317710394038745," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"81","Subcanopy small","Canopy small",-0.0687603231402405,-0.174034951096931,0.0365143048164497,-0.0710707148351555,-0.0664499314453255,0.0537125318562397,"Potential 1","Giants",0.21054925591338," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"112","Subcanopy large","Subcanopy large",-0.208248181525699,-0.596770092023461,0.180273728972063,-0.21798068655272,-0.198515676498678,0.198229107046034,"Potential 1","Giants",0.777043820995524," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
"121","Subcanopy small","Subcanopy large",0.0149158748524108,-0.115307811373034,0.145139561077856,0.01263521664922,0.0171965330556016,0.0664418771225558,"Potential 1","Giants",0.26044737245089," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"161","Subcanopy small","Subcanopy small",0.309542110458877,0.176187712128923,0.442896508788831,0.302508423441962,0.316575797475793,0.0680392085680332,"Potential 1","Giants",0.266708796659908," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"17","Canopy large","Canopy large",-0.138105755266406,-0.375741939487829,0.0995304289550175,-0.144201856899448,-0.132009653633363,0.121245179041996,"Potential 1","Warren",0.475272368442846," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"25","Canopy small","Canopy large",-0.232592637670999,-0.375685036178663,-0.0895002391633342,-0.236107609016536,-0.229077666325462,0.0730076673022358,"Potential 1","Warren",0.286184797015329," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"35","Subcanopy small","Canopy large",-0.0420227972088619,-0.146677712536101,0.062632118118377,-0.0446633737853868,-0.0393822206323369,0.0533963461332675,"Potential 1","Warren",0.209309830654478," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"53","Canopy small","Canopy small",0.0323758650826737,-0.216500670386712,0.281252400552059,0.0256413724430919,0.0391103577222555,0.126980157509266,"Potential 1","Warren",0.49775307093877," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"65","Subcanopy small","Canopy small",-0.0987386094770992,-0.215892796661595,0.0184155777073961,-0.101615069458059,-0.0958621494961398,0.0597736428365994,"Potential 1","Warren",0.234308374368991," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"93","Subcanopy small","Subcanopy small",0.351606114595416,0.209193356705481,0.494018872485351,0.344391102967065,0.358821126223767,0.0726609055131975,"Potential 1","Warren",0.28482551577987," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"18","Canopy large","Canopy large",-0.168306411454002,-0.474947806113064,0.13833498320506,-0.17268303921379,-0.163929783694215,0.156452566005197,"Potential 1","Dawson",0.613282789318124," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"26","Canopy small","Canopy large",0.0905638680624989,-0.0933625362265935,0.274490272351591,0.0882091395139072,0.0929185966110906,0.0938417265520593,"Potential 1","Dawson",0.367852808578185," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"36","Subcanopy large","Canopy large",-0.153637557041902,-0.438827016600666,0.131551902516862,-0.156613023579144,-0.150662090504659,0.145507500039951,"Potential 1","Dawson",0.570378919117528," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"42","Subcanopy small","Canopy large",-0.0599877136152395,-0.238538305461914,0.118562878231435,-0.0631243625411461,-0.056851064689333,0.0910989147020345,"Potential 1","Dawson",0.357101183693348," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"66","Canopy small","Canopy small",0.182859994715477,-0.00235821460137003,0.368078204032324,0.178646382940991,0.187073606489963,0.0945008228609428,"Potential 1","Dawson",0.370436418633694," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"72","Subcanopy large","Canopy small",-0.0124779095500502,-0.220046101911388,0.195090282811287,-0.0147700450061989,-0.0101857740939016,0.10590408497228,"Potential 1","Dawson",0.415136384722675," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"82","Subcanopy small","Canopy small",-0.0171723395738633,-0.147557120007581,0.113212440859854,-0.0198944364366387,-0.014450242711088,0.066524069555449,"Potential 1","Dawson",0.260769560867435," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"113","Subcanopy large","Subcanopy large",0.226884023434231,-0.142748173375254,0.596516220243716,0.217798035743543,0.235970011124919,0.188591320924822,"Potential 1","Dawson",0.739264393618971," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
"122","Subcanopy small","Subcanopy large",0.0635150544092115,-0.163666273757916,0.290696382576339,0.0591833607959261,0.0678467480224968,0.115910970792884,"Potential 1","Dawson",0.454362656334254," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"162","Subcanopy small","Subcanopy small",0.202511211651481,0.0113057046552679,0.393716718647695,0.195762056851095,0.209260366451868,0.0975556227075693,"Potential 1","Dawson",0.382411013992427," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"19","Canopy large","Canopy large",-0.369167017582825,-0.784706015562721,0.0463719803970708,-0.376366600052207,-0.361967435113444,0.21201358864633,"Potential 1","Carey",0.831077995959792," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"27","Canopy small","Canopy large",-0.0668086208642779,-0.258876672498625,0.125259430770069,-0.0690298346440018,-0.0645874070845539,0.0979957045891431,"Potential 1","Carey",0.384136103268694," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"37","Subcanopy small","Canopy large",-0.0451535074870034,-0.2232402386713,0.132933223697293,-0.0475965809257538,-0.042710434048253,0.0908622467499516,"Potential 1","Carey",0.356173462368593," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"54","Canopy small","Canopy small",0.128751968386002,-0.0835310919099818,0.341035028681986,0.124949701977808,0.132554234794196,0.108309674040159,"Potential 1","Carey",0.424566120591968," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"67","Subcanopy small","Canopy small",-0.0919576411624652,-0.205612835476041,0.021697553151111,-0.0934913034231274,-0.090423978901803,0.057988409588173,"Potential 1","Carey",0.227310388627153," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"94","Subcanopy small","Subcanopy small",0.205779809787155,0.0246537158422009,0.386905903732108,0.201379360626206,0.210180258948104,0.0924129705309145,"Potential 1","Carey",0.362252187889907," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"110","Canopy large","Canopy large",-0.466053849874686,-1.09429792081604,0.16219022106667,-0.472600399258503,-0.459507300490869,0.320538579227407,"Potential 1","Dombakup",1.25648814188271," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"28","Canopy small","Canopy large",0.152063838524678,-0.117609045266519,0.421736722315874,0.148326062289256,0.1558016147601,0.137590734277947,"Potential 1","Dombakup",0.539345767582393," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"38","Subcanopy large","Canopy large",0.182332440804089,-0.0631274950366598,0.427792376644837,0.178418331561538,0.186246550046639,0.125236962401812,"Potential 1","Dombakup",0.490919871681497," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"43","Subcanopy small","Canopy large",0.0609760501026539,-0.0846235728736303,0.206575673078938,0.0583998265797616,0.0635522736255463,0.0742868869656563,"Potential 1","Dombakup",0.291199245952569," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"68","Canopy small","Canopy small",0.0826309948625401,-0.15857795556307,0.323839945288151,0.0781932973904162,0.0870686923346641,0.123068052437818,"Potential 1","Dombakup",0.482417900851221," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"73","Subcanopy large","Canopy small",-0.10341996970345,-0.255521824490798,0.048681885083897,-0.105992855712304,-0.100847083694597,0.0776044131357042,"Potential 1","Dombakup",0.304203709574695," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"83","Subcanopy small","Canopy small",-0.0509260120697901,-0.115454838436287,0.0136028142967072,-0.0526269128003722,-0.049225111339208,0.0329234755717414,"Potential 1","Dombakup",0.129057652732995," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"114","Subcanopy large","Subcanopy large",-0.0571564696016063,-0.318162118670566,0.203849179467353,-0.0633252836102215,-0.0509876555929911,0.133168594488337,"Potential 1","Dombakup",0.522011298137919," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
"123","Subcanopy small","Subcanopy large",-0.057806433457389,-0.127815757514108,0.0122028905993294,-0.0598792530980787,-0.0557336138166994,0.0357196992439367,"Potential 1","Dombakup",0.140018648113437," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"163","Subcanopy small","Subcanopy small",0.391985714905095,0.292080901899759,0.491890527910431,0.382118801965249,0.401852627844941,0.0509727800068634,"Potential 1","Dombakup",0.199809626010671," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"115","Canopy large","Canopy large",0.00139735756782227,-0.236379773436128,0.239174488571773,-0.00398349164771436,0.00677820678335889,0.121317091987152,"Potential 1","Bird",0.475554262007901," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"29","Canopy small","Canopy large",0.0728245463036162,-0.0837314790750286,0.229380571682261,0.0693040411170662,0.0763450514901663,0.0798769909108223,"Potential 1","Bird",0.31311205075729," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"39","Subcanopy large","Canopy large",0.102371756593007,-0.0678905499258213,0.272634063111836,0.0981812269349347,0.10656228625108,0.0868701199929365,"Potential 1","Bird",0.340524613037657," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"44","Subcanopy small","Canopy large",0.0546815822875372,-0.0309531838127462,0.140316348387821,0.0519165381182998,0.0574466264567746,0.0436920100449598,"Potential 1","Bird",0.171269532200567," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"69","Canopy small","Canopy small",0.0199968826473964,-0.199138645832637,0.23913241112743,0.0142015251863389,0.025792240108454,0.111805895520809,"Potential 1","Bird",0.438271056960068," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"74","Subcanopy large","Canopy small",-0.0354949511996787,-0.172190497746833,0.101200595347476,-0.0387231805714374,-0.0322667218279199,0.0697439073500286,"Potential 1","Bird",0.273391093094309," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"84","Subcanopy small","Canopy small",0.0272654385959242,-0.0602848009284687,0.114815678120317,0.0242779227784668,0.0302529544133816,0.044669310362322,"Potential 1","Bird",0.175100479048786," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"116","Subcanopy large","Subcanopy large",-0.128072093217792,-0.371591779320499,0.115447592884915,-0.135677149973069,-0.120467036462515,0.124247020875669,"Potential 1","Bird",0.487039372205414," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
"124","Subcanopy small","Subcanopy large",-0.0287176355256314,-0.111418394317067,0.0539831232658038,-0.0318217954715323,-0.0256134755797306,0.0421950400332701,"Potential 1","Bird",0.16540151758287," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"164","Subcanopy small","Subcanopy small",0.305137180348505,0.188352423988075,0.421921936708935,0.294607419198792,0.315666941498218,0.0595851542587586,"Potential 1","Bird",0.233569512720861," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"117","Canopy large","Canopy large",-0.269595237321829,-0.580206974146373,0.0410164995027152,-0.277127278216223,-0.262063196427435,0.158478288006622,"Potential 1","Flowerdale",0.621223473649088," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"210","Canopy small","Canopy large",0.0453521006835135,-0.119558963220354,0.210263164587381,0.0413472793983701,0.049356921968657,0.0841398439995146,"Potential 1","Flowerdale",0.329822127807734," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"310","Subcanopy large","Canopy large",0.0194891203531342,-0.220075577984291,0.259053818690559,0.015162021442399,0.0238162192638694,0.122229132895849,"Potential 1","Flowerdale",0.47912939667485," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"45","Subcanopy small","Canopy large",0.0194541899118303,-0.0979902027772461,0.136898582600907,0.0162504770757034,0.0226579027479571,0.0599217095903102,"Potential 1","Flowerdale",0.234888785378153," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"610","Canopy small","Canopy small",0.0412289894595878,-0.150007085069271,0.232465063988447,0.0340724309728064,0.0483855479463693,0.0975712186740699,"Potential 1","Flowerdale",0.382472149057718," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"75","Subcanopy large","Canopy small",0.0275215458954054,-0.144334897089634,0.199377988880445,0.0239697690356508,0.03107332275516,0.0876834698701719,"Potential 1","Flowerdale",0.34371288597008," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"85","Subcanopy small","Canopy small",-0.106226840088832,-0.188995338999732,-0.023458341177932,-0.109104513052707,-0.103349167124957,0.0422296019537947,"Potential 1","Flowerdale",0.1655369978218," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"118","Subcanopy large","Subcanopy large",-0.186471678970313,-0.653189737320215,0.280246379379589,-0.193166946541053,-0.179776411399573,0.238125833959866,"Potential 1","Flowerdale",0.933436116699804," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
"125","Subcanopy small","Subcanopy large",0.120601546873879,-0.0459097873678796,0.287112881115638,0.116491612353223,0.124711481394536,0.0849563234606243,"Potential 1","Flowerdale",0.333022668483518," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"165","Subcanopy small","Subcanopy small",0.283987703664989,0.175690560216552,0.392284847113427,0.274123788477862,0.293851618852117,0.0552546599338923,"Potential 1","Flowerdale",0.216594286896874," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"119","Canopy large","Canopy large",-0.258825328746448,-1.03755567509333,0.519905017600433,-0.265649776060213,-0.252000881432682,0.397318702021775,"Potential 1","Dip",1.55746069269376," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"211","Canopy small","Canopy large",0.145368432454132,-0.242391710130489,0.533128575038752,0.14104196907855,0.149694895829714,0.197840442805696,"Potential 1","Dip",0.775520285169241," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"311","Subcanopy large","Canopy large",0.0459083341914942,-0.221454196050045,0.313270864433034,0.0412180124280779,0.0505986559549105,0.136411960806658,"Potential 1","Dip",0.534725060483079," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"46","Subcanopy small","Canopy large",0.0286878923975029,-0.0387645019344094,0.0961402867294152,0.02751841851805,0.0298573662769557,0.0344151192899299,"Potential 1","Dip",0.134904788663825," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"611","Canopy small","Canopy small",-0.08114912325598,-0.442029864397631,0.279731617885671,-0.0861047954424725,-0.0761934510694876,0.184126210475413,"Potential 1","Dip",0.721761482283303," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"76","Subcanopy large","Canopy small",-0.146732038720443,-0.329642538800314,0.0361784613594282,-0.150370934770368,-0.143093142670518,0.0933233985535683,"Potential 1","Dip",0.365821000159743," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"86","Subcanopy small","Canopy small",-0.0081388493969033,-0.0523676582158146,0.0360899594220081,-0.00917711267868528,-0.00710058611512132,0.0225661334431564,"Potential 1","Dip",0.0884576176378227," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"1110","Subcanopy large","Subcanopy large",-0.153866283942087,-0.448340080271292,0.140607512387117,-0.165547414623956,-0.142185153260219,0.15024449359885,"Potential 1","Dip",0.588947592658409," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
"126","Subcanopy small","Subcanopy large",0.00925250389607453,-0.0407466047487644,0.0592516125409135,0.00691192407869514,0.0115930837134539,0.0255102180648346,"Potential 1","Dip",0.0999982172896779," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"166","Subcanopy small","Subcanopy small",0.529440584097262,0.435519498295581,0.623361669898943,0.510761084757927,0.548120083436597,0.0479198018649927,"Potential 1","Dip",0.187842171603362," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
"120","Canopy large","Canopy large",-0.267817598812074,-0.754057342876638,0.218422145252489,-0.27648864047886,-0.259146557145288,0.24808606071334,"Potential 1","Weld",0.972479488129127," large"," large","Canopy","Canopy","Canopy large_Canopy large","large large","within"
"212","Canopy small","Canopy large",0.346601817634622,0.0519647079211787,0.641238927348065,0.341205850339904,0.351997784929339,0.150327818285184,"Potential 1","Weld",0.589274219426886," small"," large","Canopy","Canopy","Canopy small_Canopy large","small large","within"
"312","Subcanopy large","Canopy large",0.0124684628862078,-0.236147149178231,0.261084074950646,0.00854220711159259,0.0163947186608229,0.126847030876836,"Potential 1","Weld",0.497231224128877," large"," large","Subcanopy","Canopy","Subcanopy large_Canopy large","large large","between"
"47","Subcanopy small","Canopy large",0.0935156648090372,-0.031217162674978,0.218248492293052,0.0911421024388416,0.0958892271792329,0.0636403671026059,"Potential 1","Weld",0.24946565496803," small"," large","Subcanopy","Canopy","Subcanopy small_Canopy large","small large","between"
"612","Canopy small","Canopy small",0.189702160777094,-0.0232769130864063,0.402681234640594,0.184118152318033,0.195286169236154,0.108664789528508,"Potential 1","Weld",0.425958147727," small"," small","Canopy","Canopy","Canopy small_Canopy small","small small","within"
"77","Subcanopy large","Canopy small",-0.0917266712557414,-0.247699866272897,0.0642465237614141,-0.0941991561894702,-0.0892541863220125,0.0795796230172861,"Potential 1","Weld",0.311946390034311," large"," small","Subcanopy","Canopy","Subcanopy large_Canopy small","small large","between"
"87","Subcanopy small","Canopy small",-0.0410668745034612,-0.114006504864211,0.0318727558572882,-0.0429871412921306,-0.0391466077147919,0.0372147809531644,"Potential 1","Weld",0.145879260721499," small"," small","Subcanopy","Canopy","Subcanopy small_Canopy small","small small","between"
"1111","Subcanopy large","Subcanopy large",-0.136067378490505,-0.434542192675809,0.162407435694799,-0.142491490962507,-0.129643266018503,0.152285866750428,"Potential 1","Weld",0.596949628370607," large"," large","Subcanopy","Subcanopy","Subcanopy large_Subcanopy large","large large","within"
"127","Subcanopy small","Subcanopy large",0.0854606471829181,-0.0243653732914334,0.195286667657269,0.0825226168883733,0.0883986774774629,0.0560347135664967,"Potential 1","Weld",0.219652040948703," small"," large","Subcanopy","Subcanopy","Subcanopy small_Subcanopy large","small large","within"
"167","Subcanopy small","Subcanopy small",0.328238776925219,0.195840373060642,0.460637180789796,0.321233796273689,0.335243757576749,0.0675514473270525,"Potential 1","Weld",0.264796807729155," small"," small","Subcanopy","Subcanopy","Subcanopy small_Subcanopy small","small small","within"
